Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2009","2009","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2010","2010","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2011","2011","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2012","2012","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2013","2013","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2014","2014","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2015","2015","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2016","2016","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2017","2017","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2018","2018","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2019","2019","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_LBREDN","2.5.2 Number of local breeds (not extinct)","2020","2020","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2000","2000","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2001","2001","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2002","2002","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2003","2003","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2004","2004","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2005","2005","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2006","2006","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2007","2007","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2008","2008","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2009","2009","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2010","2010","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2011","2011","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2012","2012","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2013","2013","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2014","2014","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2015","2015","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2016","2016","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2017","2017","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2018","2018","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2019","2019","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_LBREDN","2.5.2 Number of local breeds with unknown risk status","2020","2020","No","18","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2000","2000","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2001","2001","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2002","2002","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2003","2003","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2004","2004","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2005","2005","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2006","2006","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2007","2007","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2008","2008","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2009","2009","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2010","2010","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2011","2011","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2012","2012","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2013","2013","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2014","2014","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2015","2015","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2016","2016","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2017","2017","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2018","2018","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2019","2019","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_NOEX_TRBBREDN","2.5.2 Number of transboundary breeds (not extinct)","2020","2020","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2000","2000","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2001","2001","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2002","2002","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2003","2003","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2004","2004","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2005","2005","No","1","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2006","2006","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2007","2007","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2008","2008","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2009","2009","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2010","2010","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2011","2011","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2012","2012","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2013","2013","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2014","2014","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2015","2015","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2016","2016","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2017","2017","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2018","2018","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2019","2019","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6173","Value","ER_UNK_TRBBREDN","2.5.2 Number of transboundary breeds with unknown risk status","2020","2020","No","10","E","Estimated value","Estimated | National Coordinator for the management of AnGR of: Somalia"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2001","2001","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2002","2002","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2003","2003","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2004","2004","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2005","2005","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2006","2006","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2007","2007","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2008","2008","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2009","2009","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2010","2010","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2011","2011","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2012","2012","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2013","2013","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2014","2014","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2015","2015","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2016","2016","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2017","2017","%","0","E","Estimated value","Estimated | FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values. | consolidated General Government"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2018","2018","%","0","E","Estimated value","Estimated | FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values. | consolidated General Government"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2019","2019","%","0","E","Estimated value","Estimated | FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values. | consolidated General Government"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_XPD_AGSGB","2.a.1 Agriculture share of Government Expenditure","2020","2020","%","0.77","E","Estimated value","Estimated | FAO questionnaires combined with secondary sources (IMF. EUROSTAT. CEPAL) where applicable and/or derived from official country publications (e.g. MoF. Stat Yearbook. Central Bank reports. and UNSD national accounts estimates). FAO imputation for missing values. | Budgetary Central Government"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2001","2001","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2002","2002","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2003","2003","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2004","2004","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2005","2005","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2006","2006","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2007","2007","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2008","2008","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2009","2009","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2010","2010","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2011","2011","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2012","2012","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2013","2013","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2014","2014","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2015","2015","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2016","2016","%","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2017","2017","%","52.87","E","Estimated value","Estimated | UNSD national account estimates | mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2018","2018","%","52.87","E","Estimated value","Estimated | UNSD national account estimates | mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2019","2019","%","52.87","E","Estimated value","Estimated | UNSD national account estimates | mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources"
"SDGB","SDG Indicators","706","Somalia","6121","Value","AG_PRD_AGVAS","2.a.1 Agriculture value added share of GDP","2020","2020","%","52.87","E","Estimated value","Estimated | UNSD national account estimates | mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2001","2001","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2002","2002","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2003","2003","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2004","2004","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2005","2005","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2006","2006","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2007","2007","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2008","2008","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2009","2009","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2010","2010","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2011","2011","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2012","2012","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2013","2013","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
"SDGB","SDG Indicators","706","Somalia","6125","Value","AG_PRD_ORTIND","2.a.1 Agriculture orientation index for government expenditures","2014","2014","","","O","Missing value","Not Available | NA | NaN = A figure was not provided"
